대분류,기준품목,세부품목,대표검색어,별칭·검색변형,산지명여부,산지,주출하시작월,주출하종료월,제철표시,소싱확인권장월,상품등록권장월,시즌유형,판매우선도,시즌근거수준,DB구분,출처·메모
채소,당근,제주당근,제주당근,"제주구좌당근, 당근, 제주당근",Y,제주,11,3,11~12월·1~3월,9,10,겨울·월동,4,기준품목,추가DB,시장·산지 검색어 보강
채소,마늘,고흥마늘,고흥마늘,"고흥, 마늘, 고흥마늘",Y,고흥,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,마늘,남해마늘,남해마늘,"남해햇마늘, 남해, 마늘, 남해마늘",Y,남해,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,마늘,단양마늘,단양마늘,"단양육쪽마늘, 단양, 마늘, 단양마늘",Y,단양,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,마늘,무안마늘,무안마늘,"무안, 마늘, 무안마늘",Y,무안,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,마늘,서산육쪽마늘,서산육쪽마늘,"서산마늘, 서산육쪽, 육쪽마늘, 서산육쪽마늘",Y,서산,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,마늘,창녕마늘,창녕마늘,"창녕, 마늘, 창녕마늘",Y,창녕,5,7,5~7월,3,4,단기,4,기준품목,제철판매확장,제철판매 보강
채소,마늘,태안육쪽마늘,태안육쪽마늘,"태안마늘, 태안육쪽, 육쪽마늘, 태안육쪽마늘",Y,태안,5,7,5~7월,3,4,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,마늘종,제주마늘쫑,제주마늘쫑,"제주마늘종, 제주마늘쫑, 마늘종, 마늘대, 마늘종대, 제주, 마늘쫑",Y,제주,2,4,2~4월,12,1,단기,5,세부품목,추가DB,시장·산지 검색어 보강
채소,마늘종,고흥마늘쫑,고흥마늘쫑,"고흥마늘종, 고흥마늘쫑, 마늘종, 마늘대, 마늘종대, 고흥, 마늘쫑",Y,고흥,4,5,4~5월,2,3,초단기,5,세부품목,제철판매확장,제철판매 보강
채소,마늘종,남해마늘쫑,남해마늘쫑,"남해마늘종, 남해마늘쫑, 마늘종, 마늘대, 마늘종대, 남해, 마늘쫑",Y,남해,4,6,4~6월,2,3,단기,5,기준품목,추가DB,시장·산지 검색어 보강
채소,마늘종,마늘쫑,마늘쫑,"마늘종, 마늘대, 마늘종대",N,,4,6,4~6월,2,3,단기,5,세부품목,제철판매확장,제철판매 보강
채소,마늘종,의성마늘쫑,의성마늘쫑,"의성마늘종, 의성마늘쫑, 마늘종, 마늘대, 마늘종대, 의성, 마늘쫑",Y,의성,4,6,4~6월,2,3,단기,5,기준품목,추가DB,시장·산지 검색어 보강
채소,마늘종,창녕마늘쫑,창녕마늘쫑,"창녕마늘종, 창녕마늘쫑, 마늘종, 마늘대, 마늘종대, 창녕, 마늘쫑",Y,창녕,4,6,4~6월,2,3,단기,5,세부품목,제철판매확장,제철판매 보강
채소,마늘종,해남마늘쫑,해남마늘쫑,"해남마늘종, 해남마늘쫑, 마늘종, 마늘대, 마늘종대, 해남, 마늘쫑",Y,해남,4,5,4~5월,2,3,초단기,5,세부품목,제철판매확장,제철판매 보강
채소,마늘종,서산마늘쫑,서산마늘쫑,"서산마늘종, 서산마늘쫑, 마늘종, 마늘대, 마늘종대, 서산, 마늘쫑",Y,서산,5,6,5~6월,3,4,초단기,5,세부품목,제철판매확장,제철판매 보강
채소,미나리,순천미나리,순천미나리,,N,,2,5,2~5월,12,1,단기,4,기준품목,제철판매확장,제철판매 보강
채소,미나리,원동미나리,원동미나리,"양산원동미나리, 미나리, 원동미나리",Y,원동,2,5,2~5월,12,1,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,미나리,청도미나리,청도미나리,"청도한재미나리, 미나리, 청도미나리",Y,청도,2,5,2~5월,12,1,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,미나리,한재미나리,한재미나리,"청도한재미나리, 미나리, 한재미나리",Y,한재,2,5,2~5월,12,1,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,배추,괴산절임배추,괴산절임배추,"괴산배추, 괴산절임, 절임배추, 괴산절임배추",Y,괴산,8,12,8~12월,6,7,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,배추,봄동,봄동,봄동배추,N,,8,12,8~12월,6,7,중장기,3,기준품목,추가DB,시장·산지 검색어 보강
채소,배추,평창고랭지배추,평창고랭지배추,"고랭지배추, 평창고랭지, 평창고랭지배추",Y,평창,8,12,8~12월,6,7,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,배추,해남배추,해남배추,"해남월동배추, 해남, 배추, 해남배추",Y,해남,8,12,8~12월,6,7,중장기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,배추,해남절임배추,해남절임배추,"해남절임, 절임배추, 해남절임배추",Y,해남,8,12,8~12월,6,7,중장기,4,기준품목,제철판매확장,제철판매 보강
채소,새싹어린잎,마이크로그린,마이크로그린,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,무순,무순,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,밀싹,밀싹,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,베이비채소,베이비채소,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,보리새싹,보리새싹,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,브로콜리새싹,브로콜리새싹,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,새싹삼,새싹삼,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,숙주나물,숙주나물,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,알팔파새싹,알팔파새싹,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,어린잎채소,어린잎채소,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,적무새싹,적무새싹,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,청경채새싹,청경채새싹,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,새싹어린잎,콩나물,콩나물,,N,,1,12,1~12월,11,12,연중,2,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,라디키오,라디키오,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,로마네스코,로마네스코,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,리크,리크,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,브로콜리,브로콜리,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,브뤼셀스프라우트,브뤼셀스프라우트,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,비트잎,비트잎,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,스위스차드,스위스차드,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,아스파라거스,아스파라거스,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,아티초크,아티초크,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,오크라,오크라,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,차요테,차요테,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,콜라드그린,콜라드그린,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,콜리플라워,콜리플라워,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,서양채소,펜넬,펜넬,,N,,4,11,4~11월,2,3,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,양파,무안양파,무안양파,"무안햇양파, 무안, 양파, 무안양파",Y,무안,4,7,4~7월,2,3,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,양파,무안자색양파,무안자색양파,"무안빨간양파, 무안자색, 자색양파, 무안자색양파",Y,무안,4,7,4~7월,2,3,단기,4,기준품목,제철판매확장,제철판매 보강
채소,양파,창녕양파,창녕양파,"창녕햇양파, 창녕, 양파, 창녕양파",Y,창녕,4,7,4~7월,2,3,단기,4,기준품목,추가DB,시장·산지 검색어 보강
채소,엽채류,가을배추,가을배추,가을,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,고랭지배추,고랭지배추,고랭지,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,곰보배추,곰보배추,곰보,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,곱슬케일,곱슬케일,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,근대,근대,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,깻잎,깻잎,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,꽃상추,꽃상추,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,남해시금치,남해시금치,"시금치, 남해시금치",Y,남해,3,11,3~11월,1,2,중장기,4,기준품목,제철판매확장,제철판매 보강
채소,엽채류,남해초,남해초,"초, 남해초",Y,남해,3,11,3~11월,1,2,중장기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,다채,다채,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,돌미나리,돌미나리,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,들깻잎,들깻잎,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,라디치오,라디치오,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,로메인,로메인,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,루꼴라,루꼴라,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,멀티리프,멀티리프,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,명일엽,명일엽,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,미나리,미나리,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,미니양배추,미니양배추,미니양,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,방울양배추,방울양배추,방울양,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,배추,배추,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,버터헤드레터스,버터헤드레터스,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,봄배추,봄배추,봄,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,비타민채,비타민채,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,상추,상추,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,샐러리,샐러리,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,섬초,섬초,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,셀러리,셀러리,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,시금치,시금치,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,신선초,신선초,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,쌈배추,쌈배추,쌈,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,쌈케일,쌈케일,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,쑥갓,쑥갓,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,아욱,아욱,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,알배기배추,알배기배추,알배기,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,양배추,양배추,양,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,양상추,양상추,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,얼갈이배추,얼갈이배추,얼갈이,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,엔다이브,엔다이브,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,여름배추,여름배추,여름,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,월동배추,월동배추,월동,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,적근대,적근대,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,적상추,적상추,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,적양배추,적양배추,적양,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,적청경채,적청경채,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,적치커리,적치커리,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,적케일,적케일,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,청경채,청경채,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,청상추,청상추,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,치커리,치커리,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,카이피라,카이피라,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,케일,케일,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,콜라비잎,콜라비잎,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,프리제,프리제,,N,,3,11,3~11월,1,2,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,엽채류,신안섬초,신안섬초,"섬초, 신안섬초",Y,신안,11,3,11~12월·1~3월,9,10,겨울·월동,4,세부품목,제철판매확장,제철판매 보강
채소,엽채류,진도봄동,진도봄동,"봄동배추, 봄동, 진도봄동",Y,진도,11,3,11~12월·1~3월,9,10,겨울·월동,4,세부품목,제철판매확장,제철판매 보강
채소,엽채류,포항초,포항초,"포항시금치, 초, 포항초",Y,포항,11,3,11~12월·1~3월,9,10,겨울·월동,4,세부품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,오이,토종오이,토종오이,"조선오이, 토종",N,,4,9,4~9월,2,3,중장기,3,기준품목,추가DB,시장·산지 검색어 보강
채소,옥수수,강원도찰옥수수,강원도찰옥수수,"강원찰옥수수, 찰옥수수, 강원도찰옥수수",Y,강원도,6,9,6~9월,4,5,단기,4,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,골드초당옥수수,골드초당옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,괴산대학찰옥수수,괴산대학찰옥수수,"대학찰옥수수, 괴산대학찰옥수수",Y,괴산,6,9,6~9월,4,5,단기,4,기준품목,기본DB+제철보강,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,대학찰옥수수,대학찰옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,미백찰옥수수,미백찰옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,찰옥수수,찰옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,초당옥수수,초당옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,캔디옥수수,캔디옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,화이트초당옥수수,화이트초당옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,흑점찰옥수수,흑점찰옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,옥수수,흑찰옥수수,흑찰옥수수,,N,,6,9,6~9월,4,5,단기,4,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,강낭콩,강낭콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,검정콩,검정콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,그린빈,그린빈,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,녹두,녹두,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,동부콩,동부콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,렌틸콩,렌틸콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,메주콩,메주콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,백태,백태,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,병아리콩,병아리콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,서리태,서리태,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,서리태풋콩,서리태풋콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,스냅완두,스냅완두,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,약콩,약콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,완두콩,완두콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,울타리콩,울타리콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,작두콩,작두콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,적두,적두,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,쥐눈이콩,쥐눈이콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,청태,청태,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,콩나물콩,콩나물콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,팥,팥,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,풋콩,풋콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,호랑이콩,호랑이콩,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,콩류,흑태,흑태,,N,,7,11,7~11월,5,6,중장기,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,토마토,대저짭짤이토마토,대저짭짤이토마토,"부산대저토마토, 짭짤이토마토, 대저짭짤이, 대저짭짤이토마토",Y,대저,2,5,2~5월,12,1,단기,4,세부품목,추가DB,시장·산지 검색어 보강
채소,토마토,부산대저토마토,부산대저토마토,"대저토마토, 부산대저, 부산대저토마토",Y,부산,2,5,2~5월,12,1,단기,4,세부품목,제철판매확장,제철판매 보강
채소,파마늘류,깐대파,깐대파,,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,깐마늘,깐마늘,깐,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,난지형마늘,난지형마늘,난지형,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,남도마늘,남도마늘,남도,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,대서마늘,대서마늘,대서,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,대파,대파,,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,두메부추,두메부추,,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,마늘,마늘,,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,마늘종,마늘종,"마늘쫑, 마늘종대, 마늘대",N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,부추,부추,,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,삼채,삼채,,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,샬롯,샬롯,,N,,8,3,8~12월·1~3월,6,7,겨울·월동,3,기준품목,기본DB,https://www.nongsaro.go.kr / https://www.kamis.or.kr
채소,파마늘류,신안대파,신안대파,"대파, 신안대파",Y,신안,8,3,8~12월·1~3월,6,7,겨울·월동,4,기준품목,제철판매확장,제철판매 보강
